id,fecha,producto,precio,cantidad
3087,2026-01-20,tantoMadera,1296.6,4
3088,2023-02-09,shuriken,1022.12,8
3089,2023-08-11,kunaiHierro,703.39,7
3090,2023-04-15,katanaAcero,755.4100000000001,1
3091,2023-03-25,kunaiHierro,1025.36,1
3092,2023-01-15,kunaiHierro,1140.27,7
3093,2023-05-25,bokenEntrenamiento,1479.04,7
3094,2023-12-13,tantoMadera,1285.64,5
3095,2023-04-15,tantoMadera,1258.99,7
3096,2023-08-09,kunaiHierro,755.4100000000001,8
3097,2023-11-19,nodachiElite,1424.36,5
3098,2023-10-26,katanaAcero,333.7,6
3099,2023-03-04,nodachiElite,1388.25,5
3100,2023-05-06,nodachiElite,882.08,10
3101,2023-07-06,bokenEntrenamiento,25.46,6
3102,2026-01-21,katanaAcero,597.49,6
3103,2023-02-21,shuriken,398.22,2
3104,2026-01-20,katanaAcero,738.5,10
3105,2026-01-21,bokenEntrenamiento,358.59,5
3106,2023-03-19,nodachiElite,362.44,10
3107,2026-01-20,bokenEntrenamiento,363.21,6
3108,2023-01-18,nodachiElite,512.46,2
3109,2026-01-20,katanaAcero,957.61,4
3110,2026-01-20,shuriken,1456.38,3
3111,2023-01-04,katanaAcero,940.61,5
3112,2023-04-15,kunaiHierro,1088.8,2
3113,2023-11-03,nodachiElite,226.01,10
3114,2023-03-04,katanaAcero,1213.82,1
3115,2023-05-09,tantoMadera,637.74,7
3116,2023-04-14,shuriken,523.34,1
3117,2026-01-21,kunaiHierro,1122.21,6
3118,2023-05-13,katanaAcero,1367.5,3
3119,2023-02-21,bokenEntrenamiento,930.64,3
3120,2023-03-23,kunaiHierro,959.78,10
3121,2023-07-01,bokenEntrenamiento,1262.32,6
3122,2023-05-12,bokenEntrenamiento,337.02,9
3123,2026-01-20,katanaAcero,930.41,4
3124,2026-01-20,nodachiElite,854.68,10
3125,2023-07-22,shuriken,822.68,7
3126,2023-10-12,katanaAcero,619.36,2
3127,2023-06-08,bokenEntrenamiento,1229.14,8
3128,2023-06-13,kunaiHierro,232.86,1
3129,2023-01-01,bokenEntrenamiento,490.05,5
3130,2023-08-02,katanaAcero,470.07,10
3131,2023-03-31,bokenEntrenamiento,558.28,8
3132,2026-01-21,shuriken,1355.01,5
3133,2023-09-11,katanaAcero,1318.67,10
3134,2023-01-03,kunaiHierro,928.61,8
3135,2023-08-08,katanaAcero,1239.27,6
3136,2026-01-20,bokenEntrenamiento,12.92,2
3137,2026-01-20,kunaiHierro,1217.41,9
3138,2026-01-20,tantoMadera,787.83,2
3139,2023-04-08,bokenEntrenamiento,1282.44,6
3142,2026-01-20,bokenEntrenamiento,398.19,9
3143,2023-10-18,kunaiHierro,18.35,10
3144,2023-04-07,kunaiHierro,18.14,8
3145,2023-08-20,tantoMadera,55.93,2
3146,2023-04-28,nodachiElite,640.25,5
3147,2026-01-20,kunaiHierro,720.33,5
3148,2023-04-30,shuriken,868.88,4
3149,2026-01-20,tantoMadera,1037.96,7
3150,2026-01-20,katanaAcero,80.16,5
3151,2026-01-20,tantoMadera,397.99,9
3152,2026-01-21,katanaAcero,755.4100000000001,10
3153,2023-06-02,nodachiElite,1155.82,7
3154,2026-01-21,katanaAcero,670.59,9
3155,2026-01-21,shuriken,522.58,7
3157,2023-06-24,katanaAcero,755.4100000000001,1
3158,2026-01-21,tantoMadera,1249.86,10
3159,2023-02-28,katanaAcero,1141.08,2
3160,2023-11-11,katanaAcero,635.26,1
3161,2023-09-21,nodachiElite,1369.57,7
3162,2023-01-01,nodachiElite,1494.72,1
3163,2026-01-21,nodachiElite,836.04,10
3164,2026-01-21,bokenEntrenamiento,901.85,6
3165,2023-04-20,kunaiHierro,1461.88,7
3166,2026-01-21,katanaAcero,1385.22,6
3167,2023-05-02,shuriken,1338.7,6
3168,2023-04-20,bokenEntrenamiento,1150.06,6
3169,2023-05-08,bokenEntrenamiento,1179.58,3
3170,2026-01-20,kunaiHierro,919.67,4
3171,2023-11-04,bokenEntrenamiento,945.09,10
3172,2023-01-23,shuriken,132.48,4
3173,2023-09-26,bokenEntrenamiento,330.2,4
3174,2026-01-20,kunaiHierro,755.4100000000001,8
3175,2026-01-21,tantoMadera,443.83,8
3176,2026-01-21,katanaAcero,1464.36,10
3177,2026-01-21,nodachiElite,974.31,4
3178,2023-12-21,shuriken,69.94,5
3179,2023-11-05,kunaiHierro,430.5,8
3180,2023-10-02,nodachiElite,85.99,6
3181,2023-08-03,nodachiElite,1484.56,8
3182,2023-01-11,shuriken,443.89,7
3183,2023-01-23,tantoMadera,1017.42,4
3184,2026-01-20,nodachiElite,1394.15,1
3185,2026-01-21,katanaAcero,1187.99,4
3186,2026-01-20,kunaiHierro,146.96,4
3187,2026-01-21,shuriken,1209.79,1
3188,2023-03-10,kunaiHierro,644.8,3
3189,2023-02-09,tantoMadera,1323.8,9
3190,2026-01-20,katanaAcero,379.93,1
3191,2023-11-14,bokenEntrenamiento,648.0,3
3192,2023-01-19,tantoMadera,302.75,6
3193,2023-12-07,nodachiElite,755.4100000000001,5
3194,2026-01-20,kunaiHierro,560.17,2
3195,2023-06-25,tantoMadera,562.45,2
3196,2023-12-27,nodachiElite,299.11,6
3197,2023-03-31,bokenEntrenamiento,735.58,6
3198,2026-01-21,kunaiHierro,695.48,8
3199,2023-04-05,katanaAcero,1235.88,3
3200,2023-11-07,shuriken,1141.11,5
3201,2023-06-10,kunaiHierro,345.54,9
3202,2026-01-21,tantoMadera,857.33,5
3203,2023-04-17,shuriken,668.71,1
3204,2023-02-15,nodachiElite,1026.34,6
3205,2023-12-04,shuriken,728.7,6
3206,2023-07-25,katanaAcero,905.79,2
3207,2026-01-20,shuriken,67.72,3
3208,2023-01-19,katanaAcero,18.67,8
3209,2023-05-09,nodachiElite,79.8,8
3210,2023-01-03,bokenEntrenamiento,1019.03,5
3211,2026-01-20,katanaAcero,323.78,3
3212,2023-02-01,shuriken,496.67,10
3213,2023-09-02,bokenEntrenamiento,935.71,5
3214,2023-05-13,tantoMadera,1149.91,7
3215,2023-04-10,tantoMadera,546.27,5
3216,2023-11-14,tantoMadera,326.3,9
3217,2023-11-04,bokenEntrenamiento,1033.39,9
3218,2023-01-04,katanaAcero,1412.48,2
3219,2023-06-19,bokenEntrenamiento,850.82,10
3220,2023-01-20,katanaAcero,566.41,5
3221,2023-04-24,katanaAcero,103.27,5
3222,2026-01-20,kunaiHierro,755.4100000000001,9
3223,2023-11-16,tantoMadera,186.05,3
3224,2023-01-03,bokenEntrenamiento,880.78,2
3225,2023-08-15,kunaiHierro,755.4100000000001,10
3226,2023-05-27,shuriken,1158.85,7
3227,2023-06-11,nodachiElite,1106.76,7
3228,2023-07-19,katanaAcero,976.23,8
3229,2023-05-06,kunaiHierro,583.34,3
3230,2023-04-06,katanaAcero,1089.94,1
3231,2023-03-18,shuriken,755.4100000000001,4
3232,2023-02-22,nodachiElite,806.9,7
3233,2026-01-21,bokenEntrenamiento,1326.8,10
3234,2023-01-30,tantoMadera,755.4100000000001,4
3235,2023-07-04,katanaAcero,632.18,6
3236,2023-07-27,bokenEntrenamiento,569.05,7
3237,2023-05-08,tantoMadera,1023.7,1
3238,2026-01-21,nodachiElite,961.16,4
3239,2023-01-04,kunaiHierro,658.18,8
3240,2026-01-21,tantoMadera,697.69,1
3242,2023-02-25,nodachiElite,80.83,9
3243,2026-01-20,kunaiHierro,1100.66,1
3244,2026-01-20,katanaAcero,1032.44,9
3245,2023-01-30,tantoMadera,1297.3,3
3246,2023-08-05,kunaiHierro,777.63,9
3247,2023-08-30,bokenEntrenamiento,474.0,7
3248,2023-12-10,nodachiElite,370.37,2
3249,2023-01-17,kunaiHierro,755.4100000000001,10
3250,2023-07-08,nodachiElite,1000.44,9
3251,2026-01-21,katanaAcero,213.5,1
3252,2023-08-12,katanaAcero,105.6,7
3253,2023-08-11,nodachiElite,723.46,3
3254,2023-12-28,katanaAcero,973.85,4
3255,2026-01-21,katanaAcero,755.4100000000001,1
3256,2023-04-28,shuriken,894.23,4
3257,2023-10-09,tantoMadera,856.64,7
3258,2023-12-13,nodachiElite,894.03,5
3259,2023-06-02,katanaAcero,1460.38,2
3260,2026-01-21,kunaiHierro,998.32,6
3261,2023-06-04,bokenEntrenamiento,455.94,9
3262,2026-01-21,tantoMadera,1448.18,1
3263,2023-02-11,kunaiHierro,533.34,9
3264,2026-01-20,shuriken,206.1,3
3265,2026-01-20,kunaiHierro,755.4100000000001,3
3267,2023-11-27,tantoMadera,755.4100000000001,7
3268,2023-05-02,katanaAcero,531.48,1
3269,2026-01-20,kunaiHierro,1160.62,4
3270,2023-08-13,katanaAcero,441.14,5
3271,2023-01-15,bokenEntrenamiento,1418.68,6
3272,2026-01-20,bokenEntrenamiento,610.49,10
3273,2023-11-30,tantoMadera,1262.13,8
3274,2023-10-04,shuriken,509.14,2
3275,2026-01-20,katanaAcero,867.46,7
3276,2023-01-30,shuriken,182.47,7
3277,2023-10-13,kunaiHierro,1142.52,3
3278,2023-02-03,shuriken,379.77,5
3279,2026-01-21,katanaAcero,1103.59,5
3280,2023-03-08,katanaAcero,755.4100000000001,1
3281,2023-07-23,tantoMadera,663.43,6
3282,2023-11-04,nodachiElite,119.74,4
3283,2023-03-30,nodachiElite,773.86,9
3284,2023-04-18,bokenEntrenamiento,1380.9,3
3285,2026-01-21,katanaAcero,512.52,9
3286,2023-04-15,tantoMadera,353.37,6
3287,2023-08-30,shuriken,1277.26,2
3288,2023-03-26,tantoMadera,1086.99,7
3289,2023-05-02,nodachiElite,757.29,6
3290,2023-04-20,bokenEntrenamiento,1136.02,4
3291,2023-03-09,kunaiHierro,825.96,6
3292,2026-01-20,nodachiElite,137.37,4
3293,2026-01-20,shuriken,640.39,7
3294,2026-01-20,shuriken,805.69,6
3295,2026-01-21,katanaAcero,775.54,3
3296,2026-01-20,kunaiHierro,289.12,6
3297,2026-01-20,shuriken,1005.53,5
3299,2023-01-10,tantoMadera,1000.24,2
3300,2023-01-25,shuriken,1037.29,1
3301,2023-04-01,tantoMadera,1009.58,9
3302,2023-05-11,shuriken,1383.57,4
3303,2023-06-03,tantoMadera,1094.15,3
3304,2023-08-06,katanaAcero,964.87,10
3305,2023-01-29,nodachiElite,60.43,5
3306,2026-01-21,katanaAcero,78.06,6
3307,2023-07-20,shuriken,755.4100000000001,8
3308,2026-01-20,nodachiElite,755.4100000000001,10
3309,2026-01-21,bokenEntrenamiento,318.92,3
3310,2023-07-12,shuriken,354.15,4
3311,2023-07-30,shuriken,1219.6,4
3312,2023-09-20,nodachiElite,351.72,5
3313,2026-01-21,tantoMadera,381.59,1
3314,2023-04-03,shuriken,458.29,1
3315,2023-02-24,tantoMadera,267.38,5
3316,2023-08-13,nodachiElite,78.47,1
3317,2023-10-30,shuriken,1386.74,4
3318,2023-01-03,nodachiElite,512.62,1
3319,2023-03-02,bokenEntrenamiento,694.42,1
3320,2023-02-05,bokenEntrenamiento,384.6,8
3321,2026-01-21,shuriken,738.93,9
3322,2026-01-20,katanaAcero,1108.95,4
3323,2023-04-17,tantoMadera,1368.79,8
3324,2023-02-18,nodachiElite,1127.23,7
3325,2023-07-28,kunaiHierro,755.4100000000001,3
3326,2023-07-01,tantoMadera,704.06,1
3327,2023-05-21,katanaAcero,983.05,8
3328,2026-01-20,nodachiElite,1494.56,5
3329,2023-12-23,kunaiHierro,1345.55,2
3330,2026-01-21,kunaiHierro,127.71,2
3331,2026-01-20,shuriken,639.77,3
3332,2026-01-20,nodachiElite,284.1,5
3333,2023-05-02,shuriken,1410.61,4
3334,2026-01-21,nodachiElite,1322.07,1
3335,2023-01-06,katanaAcero,642.03,9
3336,2023-05-30,tantoMadera,449.54,10
3337,2023-08-03,bokenEntrenamiento,1120.69,5
3338,2023-11-18,katanaAcero,1364.3,4
3339,2023-11-22,kunaiHierro,964.67,1
3340,2023-10-03,kunaiHierro,985.08,2
3341,2026-01-21,kunaiHierro,1100.72,2
3342,2023-11-20,katanaAcero,1422.58,3
3343,2026-01-20,shuriken,449.14,2
3344,2026-01-20,katanaAcero,822.74,6
3345,2026-01-20,tantoMadera,54.7,3
3346,2026-01-20,shuriken,327.97,2
3347,2023-07-18,kunaiHierro,1331.16,8
3348,2026-01-21,bokenEntrenamiento,755.4100000000001,9
3349,2026-01-20,katanaAcero,884.34,7
3350,2023-05-09,shuriken,507.27,7
3351,2023-06-30,nodachiElite,1396.96,3
3352,2023-07-11,nodachiElite,610.33,9
3353,2026-01-21,nodachiElite,900.73,2
3354,2023-11-25,tantoMadera,378.06,5
3355,2023-11-24,nodachiElite,1442.89,10
3356,2026-01-21,nodachiElite,276.53,10
3357,2023-07-13,kunaiHierro,1480.13,8
3358,2023-08-11,bokenEntrenamiento,1353.6,3
3359,2023-12-10,nodachiElite,727.01,9
3360,2023-06-27,nodachiElite,1119.27,7
3361,2023-10-31,katanaAcero,1154.21,9
3362,2023-09-14,kunaiHierro,628.33,2
3363,2023-09-26,tantoMadera,1064.74,8
3364,2023-07-06,katanaAcero,1379.07,5
3365,2026-01-21,nodachiElite,745.46,7
3366,2023-09-23,kunaiHierro,755.4100000000001,6
3367,2023-08-06,kunaiHierro,30.28,6
3368,2023-10-18,bokenEntrenamiento,801.11,7
3369,2023-12-27,katanaAcero,77.84,10
3370,2026-01-20,bokenEntrenamiento,1055.6,2
3371,2023-03-22,katanaAcero,795.51,1
3372,2023-02-24,shuriken,1162.65,6
3373,2023-11-12,shuriken,451.77,8
3374,2023-09-29,nodachiElite,1493.77,9
3375,2026-01-20,katanaAcero,15.67,6
3376,2023-07-16,shuriken,1015.27,7
3377,2026-01-21,bokenEntrenamiento,796.15,3
3378,2023-04-02,kunaiHierro,37.96,3
3379,2023-10-12,katanaAcero,37.44,10
3380,2026-01-20,shuriken,1193.88,3
3381,2023-04-26,katanaAcero,328.64,8
3382,2023-09-09,nodachiElite,755.4100000000001,5
3383,2023-11-12,bokenEntrenamiento,54.69,9
3384,2023-08-16,nodachiElite,339.54,10
3385,2026-01-21,tantoMadera,1240.91,6
3386,2023-04-17,bokenEntrenamiento,1387.84,1
3387,2023-07-05,kunaiHierro,316.64,7
3388,2023-07-13,nodachiElite,341.97,6
3389,2026-01-21,bokenEntrenamiento,1474.09,9
3390,2023-09-09,katanaAcero,374.47,1
3391,2023-10-28,bokenEntrenamiento,1421.53,3
3392,2023-10-23,nodachiElite,1443.33,6
3393,2023-04-18,bokenEntrenamiento,1248.42,10
3394,2026-01-21,shuriken,440.11,7
3395,2026-01-20,bokenEntrenamiento,1010.16,7
3396,2026-01-21,bokenEntrenamiento,822.28,7
3397,2023-03-12,nodachiElite,1491.05,2
3398,2023-05-28,tantoMadera,1475.71,1
3399,2023-05-08,bokenEntrenamiento,484.47,10
3400,2023-05-09,nodachiElite,87.96,10
3401,2023-12-20,shuriken,803.29,7
3402,2023-03-30,katanaAcero,755.4100000000001,7
3403,2023-08-01,nodachiElite,990.36,3
3404,2026-01-20,shuriken,952.94,9
3405,2026-01-20,katanaAcero,1276.56,6
3406,2023-01-15,bokenEntrenamiento,754.67,1
3407,2023-06-13,katanaAcero,432.3,7
3408,2026-01-20,shuriken,938.61,4
3409,2023-08-03,nodachiElite,58.43,10
3410,2023-01-15,kunaiHierro,403.26,4
3411,2023-06-10,nodachiElite,85.49,8
3412,2023-08-17,tantoMadera,805.34,1
3413,2023-09-24,bokenEntrenamiento,963.96,5
3414,2023-04-04,tantoMadera,212.58,3
3415,2023-10-16,katanaAcero,401.06,2
3416,2026-01-20,kunaiHierro,355.12,8
3417,2026-01-21,bokenEntrenamiento,115.25,5
3418,2023-12-23,nodachiElite,1111.11,8
3419,2023-02-14,nodachiElite,81.33,9
3420,2026-01-21,nodachiElite,1270.04,6
3421,2023-02-24,tantoMadera,755.4100000000001,6
3422,2023-06-05,katanaAcero,1234.9,5
3423,2023-09-21,nodachiElite,1416.71,5
3424,2023-12-28,shuriken,381.36,5
3425,2026-01-21,katanaAcero,44.69,3
3426,2023-09-07,katanaAcero,436.97,3
3427,2023-04-03,tantoMadera,638.41,6
3428,2023-11-19,bokenEntrenamiento,391.17,1
3429,2023-11-13,katanaAcero,1442.3,10
3430,2023-01-02,kunaiHierro,1042.8,3
3431,2026-01-21,bokenEntrenamiento,514.37,8
3432,2023-05-18,tantoMadera,1061.85,6
3433,2023-03-11,tantoMadera,1198.79,3
3434,2023-02-25,shuriken,271.89,7
3435,2023-10-21,bokenEntrenamiento,836.5,3
3436,2023-04-01,shuriken,713.64,7
3437,2023-12-06,katanaAcero,1316.2,3
3438,2023-11-15,katanaAcero,366.91,10
3439,2023-05-20,nodachiElite,759.39,5
3440,2023-12-20,shuriken,1392.63,9
3441,2023-05-21,tantoMadera,342.81,1
3442,2026-01-21,katanaAcero,1018.62,9
3443,2026-01-21,tantoMadera,455.3,2
3445,2023-01-15,katanaAcero,48.64,3
3446,2023-09-11,katanaAcero,28.8,8
3447,2023-10-26,bokenEntrenamiento,79.55,2
3448,2023-06-17,tantoMadera,1474.9,7
3449,2023-07-30,katanaAcero,966.87,1
3451,2023-07-31,kunaiHierro,481.48,7
3452,2023-07-28,shuriken,855.99,10
3453,2023-05-30,shuriken,1072.95,2
3455,2023-02-25,bokenEntrenamiento,1184.09,9
3456,2023-03-30,tantoMadera,755.4100000000001,7
3457,2023-01-06,bokenEntrenamiento,755.4100000000001,7
3458,2023-03-01,nodachiElite,217.54,8
3459,2023-01-17,kunaiHierro,418.75,4
3460,2023-01-14,katanaAcero,187.16,1
3461,2023-08-25,tantoMadera,289.76,5
3462,2023-02-16,shuriken,628.15,6
3463,2026-01-20,tantoMadera,1193.55,2
3464,2023-09-29,kunaiHierro,1104.91,3
3465,2026-01-21,shuriken,1066.72,1
3466,2026-01-21,nodachiElite,643.52,6
3467,2026-01-20,bokenEntrenamiento,352.56,2
3468,2026-01-20,bokenEntrenamiento,970.68,7
3469,2023-02-03,tantoMadera,704.55,2
3470,2023-03-31,kunaiHierro,1007.09,1
3471,2023-04-26,bokenEntrenamiento,374.97,9
3472,2023-02-10,katanaAcero,755.4100000000001,9
3473,2023-01-26,nodachiElite,132.81,3
3474,2023-08-06,shuriken,162.55,5
3475,2026-01-20,bokenEntrenamiento,372.07,7
3476,2026-01-21,shuriken,250.49,5
3477,2023-05-02,katanaAcero,747.44,1
3478,2023-03-13,tantoMadera,1029.39,4
3479,2023-04-27,bokenEntrenamiento,250.32,4
3480,2023-01-13,nodachiElite,454.47,9
3481,2023-04-25,nodachiElite,489.55,8
3482,2023-01-21,shuriken,675.35,5
3483,2023-10-09,tantoMadera,568.22,8
3484,2023-01-08,bokenEntrenamiento,849.26,2
3485,2026-01-21,kunaiHierro,424.84,2
3486,2023-07-24,shuriken,261.44,10
3487,2023-05-10,bokenEntrenamiento,634.45,5
3488,2026-01-21,katanaAcero,755.4100000000001,6
3489,2023-03-28,kunaiHierro,512.79,1
3490,2023-04-14,shuriken,368.24,6
3491,2026-01-20,nodachiElite,771.47,8
3492,2023-10-25,nodachiElite,238.87,2
3493,2023-07-01,nodachiElite,84.5,1
3494,2023-09-07,tantoMadera,1140.02,5
3495,2023-04-15,nodachiElite,1019.83,7
3496,2023-06-10,bokenEntrenamiento,746.67,6
3497,2026-01-20,tantoMadera,177.05,4
3498,2023-12-18,bokenEntrenamiento,100.78,3
3499,2023-08-30,bokenEntrenamiento,588.98,6
3500,2023-03-09,tantoMadera,1036.8,1
3501,2026-01-20,kunaiHierro,815.48,5
3502,2023-10-21,katanaAcero,882.05,9
3503,2026-01-20,katanaAcero,419.61,5
3504,2023-05-23,nodachiElite,1426.79,1
3505,2026-01-21,katanaAcero,511.22,4
3506,2023-05-09,kunaiHierro,295.43,7
3507,2023-05-24,nodachiElite,1404.77,9
3508,2023-01-23,shuriken,900.91,4
3509,2023-01-19,shuriken,755.4100000000001,6
3510,2023-08-04,nodachiElite,377.71,3
3511,2023-05-03,shuriken,19.54,7
3512,2023-03-14,nodachiElite,16.47,6
3513,2023-04-19,katanaAcero,1454.62,9
3514,2023-08-29,bokenEntrenamiento,1305.36,3
3515,2023-09-14,kunaiHierro,526.44,5
3516,2023-07-15,nodachiElite,989.38,7
3517,2026-01-20,tantoMadera,1328.93,7
3518,2026-01-21,bokenEntrenamiento,377.63,2
3519,2026-01-21,shuriken,891.21,1
3520,2023-07-20,shuriken,918.26,4
3521,2023-10-23,nodachiElite,261.77,8
3522,2023-01-26,bokenEntrenamiento,745.8,4
3523,2023-05-05,katanaAcero,1467.3,6
3524,2023-03-18,tantoMadera,872.53,7
3525,2023-07-14,nodachiElite,182.81,5
3526,2023-09-09,shuriken,1272.86,6
3528,2023-04-04,kunaiHierro,1338.7,8
3529,2023-02-23,katanaAcero,477.79,10
3530,2023-01-01,shuriken,902.61,5
3531,2023-12-17,nodachiElite,959.63,5
3532,2023-06-11,kunaiHierro,1409.93,8
3533,2023-07-07,katanaAcero,454.3,6
3534,2026-01-20,tantoMadera,805.97,1
3535,2023-01-31,nodachiElite,847.5,5
3536,2023-07-02,nodachiElite,1229.31,5
3537,2023-07-08,tantoMadera,1131.2,2
3538,2023-12-26,kunaiHierro,1327.1,1
3539,2023-10-14,tantoMadera,519.72,2
3540,2023-04-24,tantoMadera,774.99,7
3541,2023-03-01,tantoMadera,1118.94,9
3542,2023-03-24,kunaiHierro,1270.4,9
3543,2023-09-25,katanaAcero,500.95,8
3544,2023-06-02,tantoMadera,1464.15,10
3545,2023-10-03,katanaAcero,277.7,2
3546,2023-03-10,kunaiHierro,1092.8,3
3547,2023-07-01,katanaAcero,1018.94,9
3548,2023-12-18,shuriken,181.42,1
3549,2023-06-01,shuriken,897.48,2
3550,2023-10-30,nodachiElite,1315.45,9
3551,2023-11-16,shuriken,75.05,8
3552,2023-09-27,katanaAcero,688.57,10
3553,2026-01-21,katanaAcero,755.4100000000001,6
3554,2026-01-20,kunaiHierro,1364.36,10
3555,2023-12-13,nodachiElite,566.9,3
3556,2023-03-28,katanaAcero,1203.66,6
3557,2023-11-11,shuriken,757.83,4
3558,2023-11-28,tantoMadera,1164.34,2
3559,2023-05-03,tantoMadera,1427.8,7
3560,2026-01-21,kunaiHierro,410.68,9
3561,2023-01-19,bokenEntrenamiento,755.4100000000001,9
3562,2026-01-21,nodachiElite,1216.19,3
3563,2026-01-20,tantoMadera,1181.35,3
3564,2023-11-21,katanaAcero,1163.91,10
3565,2023-07-26,nodachiElite,302.0,4
3566,2026-01-21,nodachiElite,679.22,1
3567,2023-03-28,bokenEntrenamiento,1180.91,8
3568,2024-01-01,nodachiElite,1354.58,1
3569,2026-01-21,bokenEntrenamiento,1428.59,9
3570,2023-01-21,nodachiElite,755.4100000000001,4
3571,2023-01-08,shuriken,1068.88,7
3572,2026-01-21,kunaiHierro,790.85,3
3573,2023-11-07,bokenEntrenamiento,442.97,8
3574,2023-10-13,bokenEntrenamiento,1311.55,2
3575,2023-10-02,katanaAcero,1026.92,9
3576,2026-01-21,katanaAcero,211.06,7
3577,2023-09-24,bokenEntrenamiento,770.75,5
3578,2023-01-16,katanaAcero,54.98,4
3579,2023-02-17,shuriken,67.69,7
3580,2023-07-02,katanaAcero,799.18,1
3581,2023-04-28,katanaAcero,1480.34,8
3582,2023-10-15,shuriken,1489.93,7
3583,2026-01-21,tantoMadera,755.4100000000001,8
3584,2023-08-11,shuriken,468.37,4
3585,2023-03-05,bokenEntrenamiento,1492.29,2
3586,2026-01-20,kunaiHierro,755.4100000000001,6
3587,2023-01-17,nodachiElite,755.4100000000001,4
3588,2023-09-15,bokenEntrenamiento,307.8,10
3589,2023-01-04,katanaAcero,1304.54,9
3590,2023-05-21,kunaiHierro,1269.06,8
3591,2023-02-12,shuriken,36.3,4
3592,2023-04-30,katanaAcero,271.22,6
3593,2026-01-20,tantoMadera,714.18,8
3594,2023-06-21,bokenEntrenamiento,251.33,5
3595,2023-07-10,kunaiHierro,871.96,5
3596,2023-05-26,shuriken,392.73,4
3597,2026-01-21,katanaAcero,276.57,1
3598,2023-06-03,katanaAcero,709.46,2
3599,2023-05-29,kunaiHierro,755.4100000000001,9
3600,2023-08-23,kunaiHierro,1037.71,4
3601,2026-01-20,shuriken,1149.64,9
3602,2023-03-26,tantoMadera,1483.59,7
3603,2026-01-20,kunaiHierro,755.4100000000001,8
3604,2026-01-21,kunaiHierro,755.4100000000001,3
3605,2023-06-30,tantoMadera,647.66,2
3606,2026-01-20,kunaiHierro,1393.72,7
3607,2023-04-07,shuriken,392.69,10
3608,2026-01-20,shuriken,1113.74,6
3609,2023-06-25,shuriken,243.29,10
3610,2023-10-20,tantoMadera,418.92,2
3611,2023-07-05,tantoMadera,546.91,8
3612,2026-01-20,shuriken,388.54,2
3613,2023-08-14,kunaiHierro,769.06,3
3614,2023-04-12,kunaiHierro,46.39,9
3615,2023-09-05,shuriken,1282.67,3
3616,2023-10-12,katanaAcero,642.38,1
3617,2023-02-14,shuriken,907.6,9
3618,2023-05-14,kunaiHierro,1476.28,7
3619,2023-05-28,tantoMadera,1408.64,1
3620,2023-07-11,nodachiElite,438.17,1
3621,2023-08-04,kunaiHierro,315.83,4
3622,2023-07-27,nodachiElite,1127.02,7
3624,2026-01-21,bokenEntrenamiento,755.4100000000001,10
3625,2023-05-27,katanaAcero,558.71,3
3626,2023-02-08,bokenEntrenamiento,913.76,3
3627,2026-01-20,nodachiElite,628.26,4
3628,2023-12-23,kunaiHierro,1321.45,2
3629,2023-02-27,katanaAcero,909.38,8
3630,2023-02-03,nodachiElite,23.79,2
3631,2023-09-05,bokenEntrenamiento,412.1,5
3632,2026-01-21,tantoMadera,1039.96,3
3633,2023-09-23,tantoMadera,755.4100000000001,8
3634,2026-01-21,kunaiHierro,1321.05,2
3635,2023-02-25,kunaiHierro,709.91,9
3636,2026-01-21,bokenEntrenamiento,514.96,8
3637,2023-05-30,kunaiHierro,755.4100000000001,8
3638,2023-10-08,nodachiElite,812.66,10
3639,2026-01-21,katanaAcero,1042.49,10
3640,2026-01-21,nodachiElite,154.34,3
3641,2023-11-15,tantoMadera,1097.03,8
3642,2023-05-07,bokenEntrenamiento,755.4100000000001,9
3643,2023-07-10,kunaiHierro,693.06,10
3644,2023-09-13,shuriken,684.88,7
3645,2023-07-13,tantoMadera,29.84,3
3646,2023-08-30,tantoMadera,265.03,1
3647,2023-10-22,kunaiHierro,1275.67,1
3648,2023-03-14,nodachiElite,408.22,9
3649,2023-08-14,shuriken,755.4100000000001,8
3650,2023-07-31,tantoMadera,690.8,8
3651,2023-02-18,shuriken,231.26,2
3652,2023-09-19,tantoMadera,1080.04,7
3653,2023-10-22,kunaiHierro,912.03,5
3654,2023-02-04,nodachiElite,780.22,8
3655,2026-01-20,kunaiHierro,1029.69,3
3656,2023-04-30,nodachiElite,521.95,3
3657,2023-06-13,kunaiHierro,79.77,8
3658,2026-01-20,katanaAcero,370.19,2
3659,2026-01-21,katanaAcero,755.4100000000001,6
3660,2023-05-12,bokenEntrenamiento,820.81,3
3661,2023-05-14,kunaiHierro,860.4,6
3662,2023-09-16,shuriken,950.6,7
3663,2023-04-23,nodachiElite,1399.52,3
3664,2023-08-05,nodachiElite,1348.96,1
3665,2023-07-03,katanaAcero,724.22,3
3666,2023-11-15,kunaiHierro,168.87,1
3667,2023-03-22,katanaAcero,118.79,10
3668,2023-06-18,bokenEntrenamiento,292.42,5
3669,2023-06-01,bokenEntrenamiento,1265.03,3
3670,2026-01-21,tantoMadera,1450.46,4
3671,2023-12-07,kunaiHierro,930.62,2
3672,2026-01-21,kunaiHierro,1322.82,7
3673,2023-10-12,katanaAcero,709.78,2
3674,2026-01-20,bokenEntrenamiento,1011.5,10
3675,2023-10-16,kunaiHierro,755.4100000000001,4
3676,2023-09-16,nodachiElite,1399.34,9
3677,2026-01-21,nodachiElite,729.76,7
